TYPE,cash_old,cash_new,trade,asset,asset_new,price_old,price_new
buy,983.97496662674564,981.82804036794846,2.1469262587971709,0.01210166033037019,0.013792752588204581,1266.780029,1269.5500489999999
buy,981.82804036794846,979.69817022306745,2.1298701448810466,0.013792752588204581,0.015466770748962553,1269.5500489999999,1272.3100589999999
sell,979.69817022306745,985.22692142340884,5.5287512003414374,0.015466770748962553,0.011096665559384477,1272.3100589999999,1265.130005
buy,985.22692142340884,984.1145164569981,1.1124049664107871,0.011096665559384477,0.011974953926766814,1265.130005,1266.5600589999999
buy,984.1145164569981,974.76376820570636,9.3507482512917406,0.011974953926766814,0.019287595992977902,1266.5600589999999,1278.709961
sell,974.76376820570636,974.93145264345674,0.16768443775032971,0.019287595992977902,0.019156437799279155,1278.709961,1278.48999
buy,974.93145264345674,970.15837342286284,4.7730792205939423,0.019156437799279155,0.022871532300171294,1278.48999,1284.780029
sell,970.15837342286284,977.40747126115139,7.2490978382885336,0.022871532300171294,0.017186768163883655,1284.780029,1275.1800539999999
sell,977.40747126115139,989.25740616494613,11.849934903794759,0.017186768163883655,0.0077799673060803456,1275.1800539999999,1259.719971
sell,989.25740616494613,990.56093415321686,1.3035279882707187,0.0077799673060803456,0.0067438260034887506,1259.719971,1258.0600589999999
sell,990.56093415321686,998.93710357129748,8.3761694180806767,0.0067438260034887506,0.0,1258.0600589999999,1242.0500489999999
buy,998.93710357129748,998.76021997105602,0.17688360024143659,0.0,0.00014238740160648538,1242.0500489999999,1242.2700199999999
buy,998.76021997105602,994.7803858010102,3.9798341700458084,0.00014238740160648538,0.0033333002988475435,1242.2700199999999,1247.23999
buy,994.7803858010102,994.34186815034207,0.43851765066814724,0.0033333002988475435,0.0036847357462883507,1247.23999,1247.790039
buy,994.34186815034207,990.40501172512325,3.9368564252188216,0.0036847357462883507,0.0068273072292009997,1247.790039,1252.75
sell,990.40501172512325,992.75302542544512,2.3480137003218782,0.0068273072292009997,0.0049485656540130688,1252.75,1249.780029
buy,992.75302542544512,984.48974046534136,8.2632849601037428,0.0049485656540130688,0.011505323197213011,1249.780029,1260.2700199999999
buy,984.48974046534136,973.74221250056598,10.747527964775388,0.011505323197213011,0.019940181309326725,1260.2700199999999,1274.1800539999999
buy,973.74221250056598,971.21166724544071,2.5305452551252237,0.019940181309326725,0.0219210386518905,1274.1800539999999,1277.5
sell,971.21166724544071,974.40465465292345,3.192987407482784,0.0219210386518905,0.01941339136954693,1277.5,1273.3000489999999
buy,974.40465465292345,974.23634888393474,0.16830576898869476,0.01941339136954693,0.019545549299022351,1273.3000489999999,1273.5200199999999
buy,974.23634888393474,970.78318293260793,3.4531659513267554,0.019545549299022351,0.022247451273853976,1273.5200199999999,1278.0500489999999
buy,970.78318293260793,965.27730198610777,5.5058809465001719,0.022247451273853976,0.026531050237663192,1278.0500489999999,1285.339966
buy,965.27730198610777,950.82267316633113,14.454628819776676,0.026531050237663192,0.037608412726466658,1285.339966,1304.880005
buy,950.82267316633113,947.32346410188995,3.499209064441188,0.037608412726466658,0.040280176638322521,1304.880005,1309.6999510000001
sell,947.32346410188995,951.61990274830248,4.2964386464124837,0.040280176638322521,0.036984755231423805,1309.6999510000001,1303.76001
sell,951.61990274830248,956.76576310012501,5.1458603518225008,0.036984755231423805,0.033016357897717737,1303.76001,1296.709961
buy,956.76576310012501,952.90039170626801,3.8653713938570178,0.033016357897717737,0.035985221604219471,1296.709961,1301.969971
sell,952.90039170626801,953.22970689302258,0.32931518675456434,0.035985221604219471,0.035732198076579409,1301.969971,1301.5200199999999
buy,953.22970689302258,952.16163427161848,1.0680726214040863,0.035732198076579409,0.036551913373666388,1301.5200199999999,1302.9799800000001
buy,952.16163427161848,950.11986676662582,2.0417675049926958,0.036551913373666388,0.038115551551343475,1302.9799800000001,1305.780029
buy,950.11986676662582,943.16412001765286,6.9557467489729987,0.038115551551343475,0.043403443972097958,1305.780029,1315.410034
sell,943.16412001765286,946.37631719205626,3.2121971744034457,0.043403443972097958,0.040953124700980351,1315.410034,1310.9300539999999
buy,946.37631719205626,943.23204621191599,3.1442709801402509,0.040953124700980351,0.043343659835933614,1310.9300539999999,1315.3000489999999
buy,943.23204621191599,939.47499634388339,3.7570498680325928,0.043343659835933614,0.046188702620945328,1315.3000489999999,1320.5600589999999
buy,939.47499634388339,934.71846896967315,4.7565273742102256,0.046188702620945328,0.04977236791408915,1320.5600589999999,1327.280029
sell,934.71846896967315,942.36646210634501,7.647993136671885,0.04977236791408915,0.043962677328223315,1327.280029,1316.420044
buy,942.36646210634501,940.92272308531267,1.4437390210323662,0.043962677328223315,0.04505771319306319,1316.420044,1318.4399410000001
sell,940.92272308531267,944.20555825173028,3.2828351664176574,0.04505771319306319,0.04255905639210418,1318.4399410000001,1313.839966
sell,944.20555825173028,949.59551583419591,5.3899575824655965,0.04255905639210418,0.038433057247356586,1313.839966,1306.339966
sell,949.59551583419591,961.40057583585269,11.805060001656763,0.038433057247356586,0.029282557114600392,1306.339966,1290.099976
buy,961.40057583585269,953.37512067538535,8.0254551604673079,0.029282557114600392,0.035451428871651577,1290.099976,1300.959961
sell,953.37512067538535,955.25843964855028,1.8833189731649831,0.035451428871651577,0.034000925593432062,1300.959961,1298.3900149999999
buy,955.25843964855028,950.58746045081398,4.670979197736318,0.034000925593432062,0.03758085088765082,1298.3900149999999,1304.7700199999999
sell,950.58746045081398,955.97144037360783,5.3839799227938947,0.03758085088765082,0.033430964268430188,1304.7700199999999,1297.380005
buy,955.97144037360783,954.24299752766217,1.7284428459456604,0.033430964268430188,0.03476081190797272,1297.380005,1299.7299800000001
buy,954.24299752766217,936.41146021079794,17.831537316864218,0.03476081190797272,0.048223859735138985,1299.7299800000001,1324.4799800000001
sell,936.41146021079794,939.18285653459975,2.7713963238018033,0.048223859735138985,0.046125207496708835,1324.4799800000001,1320.5600589999999
buy,939.18285653459975,937.42949234081175,1.753364193788004,0.046125207496708835,0.047450471591517981,1320.5600589999999,1323.030029
buy,937.42949234081175,936.8771297704119,0.5523625703998799,0.047450471591517981,0.047867723724212254,1323.030029,1323.8100589999999
buy,936.8771297704119,930.96989569583286,5.907234074579093,0.047867723724212254,0.052301885190881463,1323.8100589999999,1332.209961
buy,930.96989569583286,928.70427018150008,2.2656255143327799,0.052301885190881463,0.053998398437625501,1332.209961,1335.459961
buy,928.70427018150008,927.53739662567773,1.1668735558223495,0.053998398437625501,0.054871062139805075,1335.459961,1337.1400149999999
sell,927.53739662567773,929.70859534574993,2.1711987200722143,0.054871062139805075,0.05324348910527274,1337.1400149999999,1334.01001
sell,929.70859534574993,935.01918131953266,5.3105859737826924,0.05324348910527274,0.049239699937889202,1334.01001,1326.3900149999999
buy,935.01918131953266,929.37176475320848,5.6474165663241935,0.049239699937889202,0.053471718202862104,1326.3900149999999,1334.4499510000001
sell,929.37176475320848,933.57823822720172,4.2064734739931886,0.053471718202862104,0.050305170701465264,1334.4499510000001,1328.410034
sell,933.57823822720172,938.146299588651,4.5680613614492334,0.050305170701465264,0.046849518467987149,1328.410034,1321.910034
buy,938.146299588651,930.41810864357626,7.7281909450747959,0.046849518467987149,0.052647589470173173,1321.910034,1332.8900149999999
buy,930.41810864357626,927.0726263084149,3.3454823351613956,0.052647589470173173,0.055148510796110634,1332.8900149999999,1337.6999510000001
buy,927.0726263084149,926.44929704242577,0.62332926598916161,0.055148510796110634,0.055614168406423609,1337.6999510000001,1338.599976
sell,926.44929704242577,928.62251140191313,2.1732143594873317,0.055614168406423609,0.053986853157031917,1338.599976,1335.459961
buy,928.62251140191313,920.05888392942882,8.563627472484324,0.053986853157031917,0.060340210906688015,1335.459961,1347.8900149999999
buy,920.05888392942882,913.22945966713212,6.8294242622967127,0.060340210906688015,0.065369353235415331,1347.8900149999999,1357.969971
sell,913.22945966713212,917.97050782165184,4.7410481545197456,0.065369353235415331,0.061859857484296142,1357.969971,1350.920044
buy,917.97050782165184,912.15022966832112,5.8202781533307437,0.061859857484296142,0.066140921657743962,1350.920044,1359.540039
sell,912.15022966832112,913.4250044290925,1.2747747607713611,0.066140921657743962,0.065201957906906555,1359.540039,1357.6400149999999
sell,913.4250044290925,917.34741944801146,3.9224150189190059,0.065201957906906555,0.062300355723371531,1357.6400149999999,1351.8100589999999
sell,917.34741944801146,919.32218881740653,1.9747693693950155,0.062300355723371531,0.060836370747272953,1351.8100589999999,1348.900024
buy,919.32218881740653,916.12335628532776,3.1988325320787272,0.060836370747272953,0.06319955701771017,1348.900024,1353.6099850000001
buy,916.12335628532776,913.78088452109762,2.3424717642301456,0.06319955701771017,0.064925668846179438,1353.6099850000001,1357.079956
sell,913.78088452109762,922.68246525723168,8.9015807361340862,0.064925668846179438,0.058301778831228154,1357.079956,1343.8599850000001
buy,922.68246525723168,921.14706636050516,1.5353988967265224,0.058301778831228154,0.059442406514239508,1343.8599850000001,1346.099976
buy,921.14706636050516,920.22419311390536,0.92287324659976255,0.059442406514239508,0.06012731005808903,1346.099976,1347.4499510000001
buy,920.22419311390536,914.67819041747487,5.5460026964304516,0.06012731005808903,0.064218429041938516,1347.4499510000001,1355.619995
sell,914.67819041747487,916.41221143031089,1.7340210128360369,0.064218429041938516,0.06293686446558186,1355.619995,1353.0500489999999
sell,916.41221143031089,920.58436336556122,4.1721519352503327,0.06293686446558186,0.059839245588920773,1353.0500489999999,1346.8900149999999
sell,920.58436336556122,935.43656399222539,14.852200626664191,0.059839245588920773,0.048631391257672366,1346.8900149999999,1325.160034
sell,935.43656399222539,935.52126901472559,0.084705022500165081,0.048631391257672366,0.048567464870539118,1325.160034,1325.040039
buy,935.52126901472559,932.13056469294509,3.3907043217805173,0.048567464870539118,0.05111713503132715,1325.040039,1329.8599850000001
sell,932.13056469294509,938.48790605374609,6.357341360800965,0.05111713503132715,0.046303848155228165,1329.8599850000001,1320.790039
sell,938.48790605374609,943.10648373015556,4.6185776764094246,0.046303848155228165,0.042789724530032353,1320.790039,1314.290039
buy,943.10648373015556,942.38227864831401,0.72420508184157328,0.042789724530032353,0.043340325195175014,1314.290039,1315.3000489999999
buy,942.38227864831401,941.18018201222696,1.2020966360870513,0.043340325195175014,0.044253092780364163,1315.3000489999999,1316.9799800000001
buy,941.18018201222696,940.62306328665954,0.55711872556744091,0.044253092780364163,0.044675869857631396,1316.9799800000001,1317.76001
sell,940.62306328665954,944.22066595124807,3.5976026645884893,0.044675869857631396,0.041935298567436184,1317.76001,1312.719971
sell,944.22066595124807,944.37888793971354,0.15822198846551433,0.041935298567436184,0.04181474848098627,1312.719971,1312.5
buy,944.37888793971354,936.38840847919164,7.9904794605219367,0.04181474848098627,0.047851221818078611,1312.5,1323.6999510000001
buy,936.38840847919164,932.2822827500604,4.1061257291312172,0.047851221818078611,0.050939625719884141,1323.6999510000001,1329.530029
sell,932.2822827500604,940.29717197434445,8.0148892242840706,0.050939625719884141,0.044858987399408162,1329.530029,1318.099976
buy,940.29717197434445,940.14027745905867,0.15689451528579126,0.044858987399408162,0.044977998354041621,1318.099976,1318.3199460000001
sell,940.14027745905867,940.61802237740494,0.47774491834627231,0.044977998354041621,0.04461542490157358,1318.3199460000001,1317.650024
buy,940.61802237740494,937.18979405122559,3.4282283261793691,0.04461542490157358,0.047207716901661173,1317.650024,1322.469971
buy,937.18979405122559,931.12065406435511,6.0691399868704261,0.047207716901661173,0.051767243411434613,1322.469971,1331.089966
buy,931.12065406435511,928.30312787436776,2.8175261899873631,0.051767243411434613,0.053877544415408651,1331.089966,1335.130005
sell,928.30312787436776,929.08184969007868,0.7787218157109207,0.053877544415408651,0.05329379930864523,1335.130005,1334.01001
sell,929.08184969007868,932.43882496656386,3.3569752764851879,0.05329379930864523,0.050768219500269905,1334.01001,1329.1899410000001
sell,932.43882496656386,934.17153137176729,1.7327064052034569,0.050768219500269905,0.049462211870116082,1329.1899410000001,1326.719971
sell,934.17153137176729,934.79820971660831,0.62667834484105545,0.049462211870116082,0.048989543152679851,1326.719971,1325.829956
buy,934.79820971660831,927.89758402279494,6.9006256938133745,0.048989543152679851,0.054155881149241414,1325.829956,1335.6899410000001
buy,927.89758402279494,925.41716812077198,2.4804159020229388,0.054155881149241414,0.056007946725997126,1335.6899410000001,1339.2700199999999
sell,925.41716812077198,929.43875577062272,4.0215876498507876,0.056007946725997126,0.052992019771382251,1339.2700199999999,1333.4499510000001
sell,929.43875577062272,939.20398636886807,9.7652305982453704,0.052992019771382251,0.045590977636153024,1333.4499510000001,1319.4399410000001
sell,939.20398636886807,944.22226601696434,5.0182796480962653,0.045590977636153024,0.04176720605092326,1319.4399410000001,1312.3900149999999
sell,944.22226601696434,947.61093096979209,3.3886649528277579,0.04176720605092326,0.039175849745944583,1312.3900149999999,1307.6800539999999
buy,947.61093096979209,946.55414942882783,1.0567815409642369,0.039175849745944583,0.03998308314256812,1307.6800539999999,1309.1400149999999
sell,946.55414942882783,954.49306081883651,7.9389113900086929,0.03998308314256812,0.033867572587566168,1309.1400149999999,1298.160034
buy,954.49306081883651,952.84890911794139,1.6441517008950794,0.033867572587566168,0.035131915613212772,1298.160034,1300.400024
buy,952.84890911794139,948.18961524495126,4.6592938729900899,0.035131915613212772,0.038697365099310432,1300.400024,1306.790039
sell,948.18961524495126,954.6111296176208,6.4215143726695789,0.038697365099310432,0.033749898602731157,1306.790039,1297.9399410000001
buy,954.6111296176208,941.28879801703192,13.322331600588926,0.033749898602731157,0.043870866310529347,1297.9399410000001,1316.3100589999999
buy,941.28879801703192,937.86175210665726,3.427045910374714,0.043870866310529347,0.046464912213509353,1316.3100589999999,1321.119995
sell,937.86175210665726,944.30049762505575,6.4387455183984592,0.046464912213509353,0.041557518990738736,1321.119995,1312.0500489999999
buy,944.30049762505575,938.05183079494645,6.2486668301092481,0.041557518990738736,0.046288525922650682,1312.0500489999999,1320.790039
buy,938.05183079494645,932.51658438925494,5.535246405691538,0.046288525922650682,0.050454656737746593,1320.790039,1328.630005
buy,932.51658438925494,923.94911029731543,8.5674740919395731,0.050454656737746593,0.05684376476191294,1328.630005,1340.9499510000001
sell,923.94911029731543,928.96515402861303,5.0160437312975743,0.05684376476191294,0.053082681761013224,1340.9499510000001,1333.670044
sell,928.96515402861303,929.35526198488049,0.39010795626748779,0.053082681761013224,0.052790051774997862,1333.670044,1333.1099850000001
sell,929.35526198488049,932.40173068873435,3.0464687038538925,0.052790051774997862,0.050497301705923855,1333.1099850000001,1328.73999
sell,932.40173068873435,935.46823800526442,3.0665073165301089,0.050497301705923855,0.04818185562355462,1328.73999,1324.369995
buy,935.46823800526442,934.67779842659615,0.79043957866831549,0.04818185562355462,0.048778193268223149,1324.369995,1325.48999
buy,934.67779842659615,933.81127349419467,0.86652493240150985,0.048778193268223149,0.049431326522671994,1325.48999,1326.719971
buy,933.81127349419467,932.86206003015059,0.9492134640440566,0.049431326522671994,0.050146058052365126,1326.719971,1328.0699460000001
buy,932.86206003015059,924.59820606966355,8.2638539604870704,0.050146058052365126,0.05631338966748195,1328.0699460000001,1339.9399410000001
buy,924.59820606966355,914.50405909647827,10.094146973185302,0.05631338966748195,0.06376442944825457,1339.9399410000001,1354.7299800000001
sell,914.50405909647827,917.15018320885508,2.6461241123767931,0.06376442944825457,0.061805512948672307,1354.7299800000001,1350.8100589999999
buy,917.15018320885508,905.29462410830422,11.855559100550902,0.061805512948672307,0.07046869095418995,1350.8100589999999,1368.5
buy,905.29462410830422,904.77229645005434,0.52232765824992489,0.07046869095418995,0.070850149698044818,1368.5,1369.290039
sell,904.77229645005434,905.06968675465157,0.29739030459718485,0.070850149698044818,0.070632892522637949,1369.290039,1368.839966
sell,905.06968675465157,908.17726929533569,3.1075825406841182,0.070632892522637949,0.068354840045243156,1368.839966,1364.1400149999999
buy,908.17726929533569,908.03084770856731,0.14642158676839956,0.068354840045243156,0.068462158926167679,1364.1400149999999,1364.3599850000001
buy,908.03084770856731,906.17113062800252,1.8597170805648469,0.068462158926167679,0.06982243646084936,1364.3599850000001,1367.160034
sell,906.17113062800252,909.36593325581532,3.1948026278128494,0.06982243646084936,0.067477351748115588,1367.160034,1362.339966
sell,909.36593325581532,913.25076432432445,3.8848310685091851,0.067477351748115588,0.064613530343910153,1362.339966,1356.5200199999999
buy,913.25076432432445,910.92063485426661,2.330129470057817,0.064613530343910153,0.066326873447308893,1356.5200199999999,1359.98999
buy,910.92063485426661,905.10397462489107,5.8166602293755059,0.066326873447308893,0.070576550384593123,1359.98999,1368.7299800000001
buy,905.10397462489107,900.60338166638576,4.5005929585053437,0.070576550384593123,0.073848352717577032,1368.7299800000001,1375.5699460000001
sell,900.60338166638576,901.42824593157059,0.82486426518485245,0.073848352717577032,0.073248150267057929,1375.5699460000001,1374.3100589999999
buy,901.42824593157059,891.09290116920204,10.335344762368521,0.073248150267057929,0.080682313016468846,1374.3100589999999,1390.25
sell,891.09290116920204,891.45821304451215,0.36531187531012094,0.080682313016468846,0.080419438209955924,1390.25,1389.6800539999999
buy,891.45821304451215,886.99668398017218,4.4615290643400112,0.080419438209955924,0.083613842703348221,1389.6800539999999,1396.670044
buy,886.99668398017218,882.71799985949031,4.278684120681846,0.083613842703348221,0.086662554654379859,1396.670044,1403.4399410000001
sell,882.71799985949031,885.17091116158372,2.4529113020933662,0.086662554654379859,0.084909899329244587,1403.4399410000001,1399.540039
buy,885.17091116158372,882.13288954451968,3.0380216170640253,0.084909899329244587,0.087073177726175011,1399.540039,1404.3599850000001
buy,882.13288954451968,865.17873509152628,16.954154452993361,0.087073177726175011,0.098913663237384708,1404.3599850000001,1431.880005
buy,865.17873509152628,864.14073121381546,1.0380038777108254,0.098913663237384708,0.099637717293668271,1431.880005,1433.599976
sell,864.14073121381546,867.66696072194384,3.526229508128329,0.099637717293668271,0.097167936514030148,1433.599976,1427.75
buy,867.66696072194384,860.75202410511531,6.914936616828566,0.097167936514030148,0.10197257844241023,1427.75,1439.219971
sell,860.75202410511531,863.22204969880147,2.4700255936861621,0.10197257844241023,0.10025141415849372,1439.219971,1435.089966
buy,863.22204969880147,860.2667218145366,2.9553278842649315,0.10025141415849372,0.10230369665680573,1435.089966,1440.0200199999999
sell,860.2667218145366,860.88206085091372,0.61533903637708254,0.10230369665680573,0.10187607795156577,1440.0200199999999,1438.98999
buy,860.88206085091372,860.74449569671492,0.13756515419874987,0.10187607795156577,0.10197166108477032,1438.98999,1439.219971
buy,860.74449569671492,847.17641146403014,13.568084232684727,0.10197166108477032,0.11125044273734412,1439.219971,1462.2700199999999
buy,847.17641146403014,845.9846519284315,1.191759535598611,0.11125044273734412,0.11206430270839467,1462.2700199999999,1464.329956
sell,845.9846519284315,850.42156491599462,4.4369129875630895,0.11206430270839467,0.10901833221825648,1464.329956,1456.650024
buy,850.42156491599462,850.35151460969882,0.070050306295788692,0.10901833221825648,0.10906641826158114,1456.650024,1456.7700199999999
buy,850.35151460969882,839.44910006335886,10.90241454633993,0.10906641826158114,0.11645442995931754,1456.7700199999999,1475.6899410000001
sell,839.44910006335886,841.47417659770065,2.0250765343417694,0.11645442995931754,0.11507882011000822,1475.6899410000001,1472.130005
sell,841.47417659770065,849.60235708979519,8.1281804920945842,0.11507882011000822,0.10950359235072483,1472.130005,1457.910034
buy,849.60235708979519,848.93270408635283,0.66965300344234757,0.10950359235072483,0.10996255426892121,1457.910034,1459.0600589999999
buy,848.93270408635283,834.44070417992896,14.491999906423906,0.10996255426892121,0.11972542119974518,1459.0600589999999,1484.400024
sell,834.44070417992896,835.27828723349887,0.83758305356986917,0.11972542119974518,0.11916059728300994,1484.400024,1482.910034
sell,835.27828723349887,838.50581133849948,3.2275241050006134,0.11916059728300994,0.11697567466896508,1482.910034,1477.1800539999999
buy,838.50581133849948,827.39311640756705,11.112694930932392,0.11697567466896508,0.1243988853024023,1477.1800539999999,1497.0200199999999
buy,827.39311640756705,826.19003478897412,1.2030816185929416,0.1243988853024023,0.12520136773164095,1497.0200199999999,1499.1999510000001
buy,826.19003478897412,819.35840432683744,6.831630462136717,0.12520136773164095,0.12972053865416266,1499.1999510000001,1511.6999510000001
sell,819.35840432683744,819.6077083707803,0.2493040439428649,0.12972053865416266,0.12955557210643198,1511.6999510000001,1511.23999
buy,819.6077083707803,806.81077928609204,12.796929084688283,0.12955557210643198,0.13789119355872678,1511.23999,1535.209961
buy,806.81077928609204,797.5172005296464,9.2935787564456547,0.13789119355872678,0.1438750831344521,1535.209961,1553.099976
sell,797.5172005296464,801.93329021487489,4.4160896852284672,0.1438750831344521,0.14101584733954858,1553.099976,1544.5
sell,801.93329021487489,803.00804489687368,1.074754681998779,0.14101584733954858,0.14031905419861385,1544.5,1542.4300539999999
buy,803.00804489687368,802.23308639985453,0.77495849701912356,0.14031905419861385,0.14082099631668582,1542.4300539999999,1543.920044
sell,802.23308639985453,802.71114855120231,0.47806215134776991,0.14082099631668582,0.14051116990622065,1543.920044,1543.0
sell,802.71114855120231,810.10876958410881,7.3976210329065086,0.14051116990622065,0.13567226509808719,1543.0,1528.780029
sell,810.10876958410881,815.21176108952625,5.1029915054174362,0.13567226509808719,0.13231315544808633,1528.780029,1519.150024
buy,815.21176108952625,811.29190137973717,3.9198597097890677,0.13231315544808633,0.13488104631895215,1519.150024,1526.48999
buy,811.29190137973717,802.61112535595339,8.6807760237837943,0.13488104631895215,0.14050695430585025,1526.48999,1543.0
buy,802.61112535595339,798.74940183910758,3.8617235168458017,0.14050695430585025,0.14299764972139334,1543.0,1550.459961
sell,798.74940183910758,800.70185079807163,1.9524489589640479,0.14299764972139334,0.14173529323719156,1550.459961,1546.670044
sell,800.70185079807163,805.33006857394594,4.6282177758743055,0.14173529323719156,0.13872552049680817,1546.670044,1537.7299800000001
buy,805.33006857394594,799.36756352351085,5.9625050504350359,0.13872552049680817,0.1425742845292278,1537.7299800000001,1549.1999510000001
sell,799.36756352351085,800.19829540284559,0.83073187933473136,0.1425742845292278,0.14203749384333192,1549.1999510000001,1547.589966
buy,800.19829540284559,790.93758334705251,9.2607120557931015,0.14203749384333192,0.14795219853734715,1547.589966,1565.709961
sell,790.93758334705251,810.68941561272698,19.751832265674462,0.14795219853734715,0.13501383676862436,1565.709961,1526.6099850000001
sell,810.68941561272698,815.13952495501701,4.4501093422900002,0.13501383676862436,0.13208272000705837,1526.6099850000001,1518.2299800000001
