TYPE,cash_old,cash_new,trade,asset_old,asset_new,price_old,price_new
buy,0,0,0.0,0.8026839693922847,0.8026839693922847,1274.1800539999999,1277.5
sell,0,1022.0575375587106,1022.0575375587106,0.8026839693922847,0,1277.5,1273.3000489999999
buy,1022.0575375587106,0,0.80254532438265924,0,0.00063017880502786231,1273.3000489999999,1273.5200199999999
buy,0,0,0.0,0.80254532438265924,0.80254532438265924,1273.5200199999999,1278.0500489999999
buy,0,0,0.0,0.80254532438265924,0.80254532438265924,1278.0500489999999,1285.339966
buy,0,0,0.0,0.80254532438265924,0.80254532438265924,1285.339966,1304.880005
buy,0,0,0.0,0.80254532438265924,0.80254532438265924,1304.880005,1309.6999510000001
sell,0,1046.3265001425891,1046.3265001425891,0.80254532438265924,0,1309.6999510000001,1303.76001
sell,1046.3265001425891,1046.3265001425891,0.0,0,0,1303.76001,1296.709961
buy,1046.3265001425891,0,0.80364871959292605,0,0.00061725595635333283,1296.709961,1301.969971
sell,0,1045.9648975975595,1045.9648975975595,0.80364871959292605,0,1301.969971,1301.5200199999999
buy,1045.9648975975595,0,0.80274824913085729,0,0.00061608640305498572,1301.5200199999999,1302.9799800000001
buy,0,0,0.0,0.80274824913085729,0.80274824913085729,1302.9799800000001,1305.780029
buy,0,0,0.0,0.80274824913085729,0.80274824913085729,1305.780029,1315.410034
sell,0,1052.3468055815201,1052.3468055815201,0.80274824913085729,0,1315.410034,1310.9300539999999
buy,1052.3468055815201,0,0.8000811726431557,0,0.00060828795167417783,1310.9300539999999,1315.3000489999999
buy,0,0,0.0,0.8000811726431557,0.8000811726431557,1315.3000489999999,1320.5600589999999
buy,0,0,0.0,0.8000811726431557,0.8000811726431557,1320.5600589999999,1327.280029
sell,0,1053.2428924944745,1053.2428924944745,0.8000811726431557,0,1327.280029,1316.420044
buy,1053.2428924944745,0,0.79885541975891527,0,0.0006059096018837275,1316.420044,1318.4399410000001
sell,0,1049.568177534969,1049.568177534969,0.79885541975891527,0,1318.4399410000001,1313.839966
sell,1049.568177534969,1049.568177534969,0.0,0,0,1313.839966,1306.339966
sell,1049.568177534969,1049.568177534969,0.0,0,0,1306.339966,1290.099976
buy,1049.568177534969,0,0.80676439629103158,0,0.00062013007354269492,1290.099976,1300.959961
sell,0,1047.4948366017784,1047.4948366017784,0.80676439629103158,0,1300.959961,1298.3900149999999
buy,1047.4948366017784,0,0.80281951650129002,0,0.00061529580247505231,1298.3900149999999,1304.7700199999999
sell,0,1041.5619883325412,1041.5619883325412,0.80281951650129002,0,1304.7700199999999,1297.380005
buy,1041.5619883325412,0,0.80136797978033958,0,0.00061656497281099842,1297.380005,1299.7299800000001
buy,0,0,0.0,0.80136797978033958,0.80136797978033958,1299.7299800000001,1324.4799800000001
sell,0,1058.2545466594361,1058.2545466594361,0.80136797978033958,0,1324.4799800000001,1320.5600589999999
buy,1058.2545466594361,0,0.79987190272567588,0,0.00060457577318199769,1320.5600589999999,1323.030029
buy,0,0,0.0,0.79987190272567588,0.79987190272567588,1323.030029,1323.8100589999999
buy,0,0,0.0,0.79987190272567588,0.79987190272567588,1323.8100589999999,1332.209961
buy,0,0,0.0,0.79987190272567588,0.79987190272567588,1332.209961,1335.459961
buy,0,0,0.0,0.79987190272567588,0.79987190272567588,1335.459961,1337.1400149999999
sell,0,1067.037124953798,1067.037124953798,0.79987190272567588,0,1337.1400149999999,1334.01001
sell,1067.037124953798,1067.037124953798,0.0,0,0,1334.01001,1326.3900149999999
buy,1067.037124953798,0,0.79960820123241771,0,0.0005992043393108999,1326.3900149999999,1334.4499510000001
sell,0,1062.2075577858348,1062.2075577858348,0.79960820123241771,0,1334.4499510000001,1328.410034
sell,1062.2075577858348,1062.2075577858348,0.0,0,0,1328.410034,1321.910034
buy,1062.2075577858348,0,0.79692063548531777,0,0.00059788926806936715,1321.910034,1332.8900149999999
buy,0,0,0.0,0.79692063548531777,0.79692063548531777,1332.8900149999999,1337.6999510000001
buy,0,0,0.0,0.79692063548531777,0.79692063548531777,1337.6999510000001,1338.599976
sell,0,1064.2556007853177,1064.2556007853177,0.79692063548531777,0,1338.599976,1335.459961
buy,1064.2556007853177,0,0.78957154437064192,0,0.00058578336183508412,1335.459961,1347.8900149999999
buy,0,0,0.0,0.78957154437064192,0.78957154437064192,1347.8900149999999,1357.969971
sell,0,1066.6480254623355,1066.6480254623355,0.78957154437064192,0,1357.969971,1350.920044
buy,1066.6480254623355,0,0.78456536392036003,0,0.0005770814697722632,1350.920044,1359.540039
sell,0,1065.157332441318,1065.157332441318,0.78456536392036003,0,1359.540039,1357.6400149999999
sell,1065.157332441318,1065.157332441318,0.0,0,0,1357.6400149999999,1351.8100589999999
sell,1065.157332441318,1065.157332441318,0.0,0,0,1351.8100589999999,1348.900024
buy,1065.157332441318,0,0.78690120806202379,0,0.0005813352566707195,1348.900024,1353.6099850000001
buy,0,0,0.0,0.78690120806202379,0.78690120806202379,1353.6099850000001,1357.079956
sell,0,1057.4850456627132,1057.4850456627132,0.78690120806202379,0,1357.079956,1343.8599850000001
buy,1057.4850456627132,0,0.78559175731142961,0,0.00058360580292546533,1343.8599850000001,1346.099976
buy,0,0,0.0,0.78559175731142961,0.78559175731142961,1346.099976,1347.4499510000001
buy,0,0,0.0,0.78559175731142961,0.78559175731142961,1347.4499510000001,1355.619995
sell,0,1062.944965724226,1062.944965724226,0.78559175731142961,0,1355.619995,1353.0500489999999
sell,1062.944965724226,1062.944965724226,0.0,0,0,1353.0500489999999,1346.8900149999999
sell,1062.944965724226,1062.944965724226,0.0,0,0,1346.8900149999999,1325.160034
sell,1062.944965724226,1062.944965724226,0.0,0,0,1325.160034,1325.040039
buy,1062.944965724226,0,0.79929088604333487,0,0.00060103386451118373,1325.040039,1329.8599850000001
sell,0,1055.6954405495208,1055.6954405495208,0.79929088604333487,0,1329.8599850000001,1320.790039
sell,1055.6954405495208,1055.6954405495208,0.0,0,0,1320.790039,1314.290039
buy,1055.6954405495208,0,0.80262708220238255,0,0.00061022356291448945,1314.290039,1315.3000489999999
buy,0,0,0.0,0.80262708220238255,0.80262708220238255,1315.3000489999999,1316.9799800000001
buy,0,0,0.0,0.80262708220238255,0.80262708220238255,1316.9799800000001,1317.76001
sell,0,1053.6246000725262,1053.6246000725262,0.80262708220238255,0,1317.76001,1312.719971
sell,1053.6246000725262,1053.6246000725262,0.0,0,0,1312.719971,1312.5
buy,1053.6246000725262,0,0.79596935791722045,0,0.00060132158901713252,1312.5,1323.6999510000001
buy,0,0,0.0,0.79596935791722045,0.79596935791722045,1323.6999510000001,1329.530029
sell,0,1049.1671915674237,1049.1671915674237,0.79596935791722045,0,1329.530029,1318.099976
buy,1049.1671915674237,0,0.79583654540824467,0,0.0006036748118868594,1318.099976,1318.3199460000001
sell,0,1048.6340431572507,1048.6340431572507,0.79583654540824467,0,1318.3199460000001,1317.650024
buy,1048.6340431572507,0,0.79293599563876282,0,0.00059958714604247364,1317.650024,1322.469971
buy,0,0,0.0,0.79293599563876282,0.79293599563876282,1322.469971,1331.089966
buy,0,0,0.0,0.79293599563876282,0.79293599563876282,1331.089966,1335.130005
sell,0,1057.7845554714258,1057.7845554714258,0.79293599563876282,0,1335.130005,1334.01001
sell,1057.7845554714258,1057.7845554714258,0.0,0,0,1334.01001,1329.1899410000001
sell,1057.7845554714258,1057.7845554714258,0.0,0,0,1329.1899410000001,1326.719971
sell,1057.7845554714258,1057.7845554714258,0.0,0,0,1326.719971,1325.829956
buy,1057.7845554714258,0,0.7919386999946163,0,0.00059290608971847921,1325.829956,1335.6899410000001
buy,0,0,0.0,0.7919386999946163,0.7919386999946163,1335.6899410000001,1339.2700199999999
sell,0,1056.0106207028248,1056.0106207028248,0.7919386999946163,0,1339.2700199999999,1333.4499510000001
sell,1056.0106207028248,1056.0106207028248,0.0,0,0,1333.4499510000001,1319.4399410000001
sell,1056.0106207028248,1056.0106207028248,0.0,0,0,1319.4399410000001,1312.3900149999999
sell,1056.0106207028248,1056.0106207028248,0.0,0,0,1312.3900149999999,1307.6800539999999
buy,1056.0106207028248,0,0.80664452129119646,0,0.00061616367389946182,1307.6800539999999,1309.1400149999999
sell,0,1047.1536791852934,1047.1536791852934,0.80664452129119646,0,1309.1400149999999,1298.160034
buy,1047.1536791852934,0,0.80525504449336538,0,0.00061923641159004265,1298.160034,1300.400024
buy,0,0,0.0,0.80525504449336538,0.80525504449336538,1300.400024,1306.790039
sell,0,1045.1726849396712,1045.1726849396712,0.80525504449336538,0,1306.790039,1297.9399410000001
buy,1045.1726849396712,0,0.79401709178891211,0,0.00060321433112205071,1297.9399410000001,1316.3100589999999
buy,0,0,0.0,0.79401709178891211,0.79401709178891211,1316.3100589999999,1321.119995
sell,0,1041.7901641884796,1041.7901641884796,0.79401709178891211,0,1321.119995,1312.0500489999999
buy,1041.7901641884796,0,0.78876288692882823,0,0.00059719021467334696,1312.0500489999999,1320.790039
buy,0,0,0.0,0.78876288692882823,0.78876288692882823,1320.790039,1328.630005
buy,0,0,0.0,0.78876288692882823,0.78876288692882823,1328.630005,1340.9499510000001
sell,0,1051.9494341159373,1051.9494341159373,0.78876288692882823,0,1340.9499510000001,1333.670044
sell,1051.9494341159373,1051.9494341159373,0.0,0,0,1333.670044,1333.1099850000001
sell,1051.9494341159373,1051.9494341159373,0.0,0,0,1333.1099850000001,1328.73999
sell,1051.9494341159373,1051.9494341159373,0.0,0,0,1328.73999,1324.369995
buy,1051.9494341159373,0,0.7936306136238247,0,0.00059874508265718755,1324.369995,1325.48999
buy,0,0,0.0,0.7936306136238247,0.7936306136238247,1325.48999,1326.719971
buy,0,0,0.0,0.7936306136238247,0.7936306136238247,1326.719971,1328.0699460000001
buy,0,0,0.0,0.7936306136238247,0.7936306136238247,1328.0699460000001,1339.9399410000001
buy,0,0,0.0,0.7936306136238247,0.7936306136238247,1339.9399410000001,1354.7299800000001
sell,0,1072.0442160134048,1072.0442160134048,0.7936306136238247,0,1354.7299800000001,1350.8100589999999
buy,1072.0442160134048,0,0.78337173256368642,0,0.00057243093355037369,1350.8100589999999,1368.5
buy,0,0,0.0,0.78337173256368642,0.78337173256368642,1368.5,1369.290039
sell,0,1072.3105357678376,1072.3105357678376,0.78337173256368642,0,1369.290039,1368.839966
sell,1072.3105357678376,1072.3105357678376,0.0,0,0,1368.839966,1364.1400149999999
buy,1072.3105357678376,0,0.78594399392901981,0,0.00057605324296360083,1364.1400149999999,1364.3599850000001
buy,0,0,0.0,0.78594399392901981,0.78594399392901981,1364.3599850000001,1367.160034
sell,0,1070.7229139671651,1070.7229139671651,0.78594399392901981,0,1367.160034,1362.339966
sell,1070.7229139671651,1070.7229139671651,0.0,0,0,1362.339966,1356.5200199999999
buy,1070.7229139671651,0,0.78730205504465889,0,0.00057890283078087862,1356.5200199999999,1359.98999
buy,0,0,0.0,0.78730205504465889,0.78730205504465889,1359.98999,1368.7299800000001
buy,0,0,0.0,0.78730205504465889,0.78730205504465889,1368.7299800000001,1375.5699460000001
sell,0,1081.9971337192462,1081.9971337192462,0.78730205504465889,0,1375.5699460000001,1374.3100589999999
buy,1081.9971337192462,0,0.77827522655583259,0,0.0005598095497614333,1374.3100589999999,1390.25
sell,0,1081.5535588669716,1081.5535588669716,0.77827522655583259,0,1390.25,1389.6800539999999
buy,1081.5535588669716,0,0.7743801504967136,0,0.00055444745437435163,1389.6800539999999,1396.670044
buy,0,0,0.0,0.7743801504967136,0.7743801504967136,1396.670044,1403.4399410000001
sell,0,1083.7760260269963,1083.7760260269963,0.7743801504967136,0,1403.4399410000001,1399.540039
buy,1083.7760260269963,0,0.77172237717026393,0,0.00054951891638400951,1399.540039,1404.3599850000001
buy,0,0,0.0,0.77172237717026393,0.77172237717026393,1404.3599850000001,1431.880005
buy,0,0,0.0,0.77172237717026393,0.77172237717026393,1431.880005,1433.599976
sell,0,1101.8266240048442,1101.8266240048442,0.77172237717026393,0,1433.599976,1427.75
buy,1101.8266240048442,0,0.76557207807453653,0,0.00053193541883844286,1427.75,1439.219971
sell,0,1098.664807494536,1098.664807494536,0.76557207807453653,0,1439.219971,1435.089966
buy,1098.664807494536,0,0.76295106473209728,0,0.00052981976231976087,1435.089966,1440.0200199999999
sell,0,1097.87894500933,1097.87894500933,0.76295106473209728,0,1440.0200199999999,1438.98999
buy,1097.87894500933,0,0.76282914851890282,0,0.00053002957427617772,1438.98999,1439.219971
buy,0,0,0.0,0.76282914851890282,0.76282914851890282,1439.219971,1462.2700199999999
buy,0,0,0.0,0.76282914851890282,0.76282914851890282,1462.2700199999999,1464.329956
sell,0,1111.1750974979593,1111.1750974979593,0.76282914851890282,0,1464.329956,1456.650024
buy,1111.1750974979593,0,0.76276631331138967,0,0.00052360105084493,1456.650024,1456.7700199999999
buy,0,0,0.0,0.76276631331138967,0.76276631331138967,1456.7700199999999,1475.6899410000001
sell,0,1122.8911766289277,1122.8911766289277,0.76276631331138967,0,1475.6899410000001,1472.130005
sell,1122.8911766289277,1122.8911766289277,0.0,0,0,1472.130005,1457.910034
buy,1122.8911766289277,0,0.76959900978889573,0,0.00052746218707155749,1457.910034,1459.0600589999999
buy,0,0,0.0,0.76959900978889573,0.76959900978889573,1459.0600589999999,1484.400024
sell,0,1141.2460937724177,1141.2460937724177,0.76959900978889573,0,1484.400024,1482.910034
sell,1141.2460937724177,1141.2460937724177,0.0,0,0,1482.910034,1477.1800539999999
buy,1141.2460937724177,0,0.76234524490355027,0,0.00050924185028838182,1477.1800539999999,1497.0200199999999
buy,0,0,0.0,0.76234524490355027,0.76234524490355027,1497.0200199999999,1499.1999510000001
buy,0,0,0.0,0.76234524490355027,0.76234524490355027,1499.1999510000001,1511.6999510000001
sell,0,1152.0866202845889,1152.0866202845889,0.76234524490355027,0,1511.6999510000001,1511.23999
buy,1152.0866202845889,0,0.75044238218344184,0,0.00048882068332504905,1511.23999,1535.209961
buy,0,0,0.0,0.75044238218344184,0.75044238218344184,1535.209961,1553.099976
sell,0,1159.0582592823259,1159.0582592823259,0.75044238218344184,0,1553.099976,1544.5
sell,1159.0582592823259,1159.0582592823259,0.0,0,0,1544.5,1542.4300539999999
buy,1159.0582592823259,0,0.75072427732684188,0,0.00048624556708381063,1542.4300539999999,1543.920044
sell,0,1158.3675599153171,1158.3675599153171,0.75072427732684188,0,1543.920044,1543.0
sell,1158.3675599153171,1158.3675599153171,0.0,0,0,1543.0,1528.780029
sell,1158.3675599153171,1158.3675599153171,0.0,0,0,1528.780029,1519.150024
buy,1158.3675599153171,0,0.75884386239264956,0,0.00049711682838657172,1519.150024,1526.48999
buy,0,0,0.0,0.75884386239264956,0.75884386239264956,1526.48999,1543.0
buy,0,0,0.0,0.75884386239264956,0.75884386239264956,1543.0,1550.459961
sell,0,1173.6810700359692,1173.6810700359692,0.75884386239264956,0,1550.459961,1546.670044
sell,1173.6810700359692,1173.6810700359692,0.0,0,0,1546.670044,1537.7299800000001
buy,1173.6810700359692,0,0.75760463927097632,0,0.00048902960446257871,1537.7299800000001,1549.1999510000001
sell,0,1172.4613379308125,1172.4613379308125,0.75760463927097632,0,1549.1999510000001,1547.589966
buy,1172.4613379308125,0,0.74883686451223419,0,0.00047827304108990988,1547.589966,1565.709961
sell,0,1143.181834500469,1143.181834500469,0.74883686451223419,0,1565.709961,1526.6099850000001
sell,1143.181834500469,1143.181834500469,0.0,0,0,1526.6099850000001,1518.2299800000001
sell,1143.181834500469,1143.181834500469,0.0,0,0,1518.2299800000001,1513.530029
buy,1143.181834500469,0,0.75183114617756031,0,0.00049445333655923497,1513.530029,1520.530029
sell,0,1142.0616136109759,1142.0616136109759,0.75183114617756031,0,1520.530029,1519.040039
buy,1142.0616136109759,0,0.74776996146635377,0,0.00048960573458330125,1519.040039,1527.290039
buy,0,0,0.0,0.74776996146635377,0.74776996146635377,1527.290039,1541.630005
sell,0,1149.0980631446178,1149.0980631446178,0.74776996146635377,0,1541.630005,1536.6999510000001
sell,1149.0980631446178,1149.0980631446178,0.0,0,0,1536.6999510000001,1529.130005
sell,1149.0980631446178,1149.0980631446178,0.0,0,0,1529.130005,1514.4499510000001
sell,1149.0980631446178,1149.0980631446178,0.0,0,0,1514.4499510000001,1502.290039
buy,1149.0980631446178,0,0.76036769192735409,0,0.00050314159032236437,1502.290039,1511.23999
buy,0,0,0.0,0.76036769192735409,0.76036769192735409,1511.23999,1529.9300539999999
buy,0,0,0.0,0.76036769192735409,0.76036769192735409,1529.9300539999999,1537.6099850000001
buy,0,0,0.0,0.76036769192735409,0.76036769192735409,1537.6099850000001,1556.420044
buy,0,0,0.0,0.76036769192735409,0.76036769192735409,1556.420044,1558.9399410000001
sell,0,1180.2275651156558,1180.2275651156558,0.76036769192735409,0,1558.9399410000001,1552.1800539999999
buy,1180.2275651156558,0,0.75126358069006904,0,0.00047821029126358027,1552.1800539999999,1570.98999
buy,0,0,0.0,0.75126358069006904,0.75126358069006904,1570.98999,1594.2700199999999
sell,0,1196.9356596375671,1196.9356596375671,0.75126358069006904,0,1594.2700199999999,1593.2299800000001
sell,1196.9356596375671,1196.9356596375671,0.0,0,0,1593.2299800000001,1593.119995
buy,1196.9356596375671,0,0.74776234233708294,0,0.00046715002273952749,1593.119995,1600.6899410000001
buy,0,0,0.0,0.74776234233708294,0.74776234233708294,1600.6899410000001,1613.420044
buy,0,0,0.0,0.74776234233708294,0.74776234233708294,1613.420044,1626.380005
sell,0,1213.4836440122986,1213.4836440122986,0.74776234233708294,0,1626.380005,1622.8199460000001
buy,1213.4836440122986,0,0.74450044100622403,0,0.00045676833749960663,1622.8199460000001,1629.9300539999999
buy,0,0,0.0,0.74450044100622403,0.74450044100622403,1629.9300539999999,1645.0699460000001
buy,0,0,0.0,0.74450044100622403,0.74450044100622403,1645.0699460000001,1664.4499510000001
buy,0,0,0.0,0.74450044100622403,0.74450044100622403,1664.4499510000001,1678.780029
sell,0,1234.5753087479854,1234.5753087479854,0.74450044100622403,0,1678.780029,1658.26001
buy,1234.5753087479854,0,0.73802043770464787,0,0.00044118342770205579,1658.26001,1672.8199460000001
buy,0,0,0.0,0.73802043770464787,0.73802043770464787,1672.8199460000001,1697.709961
buy,0,0,0.0,0.73802043770464787,0.73802043770464787,1697.709961,1698.280029
sell,0,1249.2176991778442,1249.2176991778442,0.73802043770464787,0,1698.280029,1692.660034
buy,1249.2176991778442,0,0.73617636956191379,0,0.00043383602990738944,1692.660034,1696.9000239999998
buy,0,0,0.0,0.73617636956191379,0.73617636956191379,1696.9000239999998,1713.9899899999998
sell,0,1258.1696295978902,1258.1696295978902,0.73617636956191379,0,1713.9899899999998,1709.0600589999999
sell,1258.1696295978902,1258.1696295978902,0.0,0,0,1709.0600589999999,1696.6700440000002
sell,1258.1696295978902,1258.1696295978902,0.0,0,0,1696.6700440000002,1686.4200440000002
buy,1258.1696295978902,0,0.74595330667442028,0,0.00044226654550256589,1686.4200440000002,1686.660034
buy,0,0,0.0,0.74595330667442028,0.74595330667442028,1686.660034,1696.5999760000002
buy,0,0,0.0,0.74595330667442028,0.74595330667442028,1696.5999760000002,1699.8299559999998
buy,0,0,0.0,0.74595330667442028,0.74595330667442028,1699.8299559999998,1702.9499510000001
buy,0,0,0.0,0.74595330667442028,0.74595330667442028,1702.9499510000001,1746.0500489999999
sell,0,1302.024162583155,1302.024162583155,0.74595330667442028,0,1746.0500489999999,1745.4499510000001
buy,1302.024162583155,0,0.74243985125152345,0,0.00042335384286017831,1745.4499510000001,1753.709961
buy,0,0,0.0,0.74243985125152345,0.74243985125152345,1753.709961,1792.7399899999998
sell,0,1319.2116629581842,1319.2116629581842,0.74243985125152345,0,1792.7399899999998,1776.8599850000001
buy,1319.2116629581842,0,0.73704328618469528,0,0.0004117859331927039,1776.8599850000001,1789.869995
sell,0,1317.796507418805,1317.796507418805,0.73704328618469528,0,1789.869995,1787.9499510000001
buy,1317.796507418805,0,0.73038870367727804,0,0.00040481793316047611,1787.9499510000001,1804.2399899999998
sell,0,1291.7362888684204,1291.7362888684204,0.73038870367727804,0,1804.2399899999998,1768.5600589999999
buy,1291.7362888684204,0,0.72450194328735029,0,0.00040635466414508614,1768.5600589999999,1782.9300539999999
sell,0,1288.5267061365525,1288.5267061365525,0.72450194328735029,0,1782.9300539999999,1778.5
buy,1288.5267061365525,0,0.7116180156877645,0,0.00039300714361579196,1778.5,1810.6999510000001
buy,0,0,0.0,0.7116180156877645,0.7116180156877645,1810.6999510000001,1821.719971
sell,0,1294.1556288356553,1294.1556288356553,0.7116180156877645,0,1821.719971,1818.6099850000001
sell,1294.1556288356553,1294.1556288356553,0.0,0,0,1818.6099850000001,1790.1099850000001
buy,1294.1556288356553,0,0.72087364594928793,0,0.00040154275254495746,1790.1099850000001,1795.2600100000002
sell,0,1273.3512255057897,1273.3512255057897,0.72087364594928793,0,1795.2600100000002,1766.4000239999998
sell,1273.3512255057897,1273.3512255057897,0.0,0,0,1766.4000239999998,1739.219971
sell,1273.3512255057897,1273.3512255057897,0.0,0,0,1739.219971,1735.5100100000002
buy,1273.3512255057897,0,0.71950502797596239,0,0.00040655513962933442,1735.5100100000002,1769.7600100000002
buy,0,0,0.0,0.71950502797596239,0.71950502797596239,1769.7600100000002,1778.619995
buy,0,0,0.0,0.71950502797596239,0.71950502797596239,1778.619995,1794.3000489999999
sell,0,1288.0435498352797,1288.0435498352797,0.71950502797596239,0,1794.3000489999999,1790.1800539999999
