TYPE,cash_old,cash_new,trade,asset_old,asset_new,price_old_2,price_old,price_new
None,1000,1000,0,0,0,-1,-1,1292.619995
None,1000,1000,0,0,0,1292.619995,-1,1287.880005
None,1000,1000,0,0,0,1292.619995,1287.880005,1286.7700199999999
None,1000,1000,0,0,0,1287.880005,1286.7700199999999,1277.719971
None,1000,1000,0,0,0,1286.7700199999999,1277.719971,1290.079956
None,1000,1000,0,0,0,1277.719971,1290.079956,1285.2299800000001
None,1000,1000,0,0,0,1290.079956,1285.2299800000001,1280.589966
None,1000,1000,0,0,0,1285.2299800000001,1280.589966,1290.079956
None,1000,1000,0,0,0,1280.589966,1290.079956,1289.969971
None,1000,1000,0,0,0,1290.079956,1289.969971,1276.0600589999999
None,1000,1000,0,0,0,1289.969971,1276.0600589999999,1276.6099850000001
BUY,1000,0,1000,0,0.77046348472911019,1276.0600589999999,1276.6099850000001,1297.920044
None,0,0,0,0.77046348472911019,0.77046348472911019,1276.6099850000001,1297.920044,1287.880005
SELL,0,987.74961210168351,987.74961210168351,0.77046348472911019,0.0,1297.920044,1287.880005,1282.0200199999999
None,987.74961210168351,987.74961210168351,0,0.0,0.0,1287.880005,1282.0200199999999,1280.589966
None,987.74961210168351,987.74961210168351,0,0.0,0.0,1282.0200199999999,1280.589966,1283.130005
None,987.74961210168351,987.74961210168351,0,0.0,0.0,1280.589966,1283.130005,1279.040039
None,987.74961210168351,987.74961210168351,0,0.0,0.0,1283.130005,1279.040039,1275.839966
None,987.74961210168351,987.74961210168351,0,0.0,0.0,1279.040039,1275.839966,1277.5
BUY,987.74961210168351,0.0,987.74961210168351,0.0,0.76801332982550752,1275.839966,1277.5,1286.1099850000001
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1277.5,1286.1099850000001,1281.030029
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1286.1099850000001,1281.030029,1284.01001
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1281.030029,1284.01001,1299.3599850000001
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1284.01001,1299.3599850000001,1289.530029
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1299.3599850000001,1289.530029,1291.849976
None,0.0,0.0,0,0.76801332982550752,0.76801332982550752,1289.530029,1291.849976,1280.369995
SELL,0.0,976.55201154541419,976.55201154541419,0.76801332982550752,0.0,1291.849976,1280.369995,1271.530029
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1280.369995,1271.530029,1269.660034
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1271.530029,1269.660034,1268.5500489999999
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1269.660034,1268.5500489999999,1271.75
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1268.5500489999999,1271.75,1261.6999510000001
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1271.75,1261.6999510000001,1260.0500489999999
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1261.6999510000001,1260.0500489999999,1247.349976
None,976.55201154541419,976.55201154541419,0,0.0,0.0,1260.0500489999999,1247.349976,1249.670044
BUY,976.55201154541419,0.0,976.55201154541419,0.0,0.76827922308169194,1247.349976,1249.670044,1271.089966
None,0.0,0.0,0,0.76827922308169194,0.76827922308169194,1249.670044,1271.089966,1265.23999
None,0.0,0.0,0,0.76827922308169194,0.76827922308169194,1271.089966,1265.23999,1268.219971
None,0.0,0.0,0,0.76827922308169194,0.76827922308169194,1265.23999,1268.219971,1267.4499510000001
SELL,0.0,967.98567900107287,967.98567900107287,0.76827922308169194,0.0,1268.219971,1267.4499510000001,1259.9399410000001
None,967.98567900107287,967.98567900107287,0,0.0,0.0,1267.4499510000001,1259.9399410000001,1259.719971
None,967.98567900107287,967.98567900107287,0,0.0,0.0,1259.9399410000001,1259.719971,1264.910034
None,967.98567900107287,967.98567900107287,0,0.0,0.0,1259.719971,1264.910034,1260.709961
None,967.98567900107287,967.98567900107287,0,0.0,0.0,1264.910034,1260.709961,1266.780029
BUY,967.98567900107287,0.0,967.98567900107287,0.0,0.76054659516878642,1260.709961,1266.780029,1272.75
None,0.0,0.0,0,0.76054659516878642,0.76054659516878642,1266.780029,1272.75,1265.6800539999999
SELL,0.0,956.81329439029253,956.81329439029253,0.76054659516878642,0.0,1272.75,1265.6800539999999,1258.0600589999999
None,956.81329439029253,956.81329439029253,0,0.0,0.0,1265.6800539999999,1258.0600589999999,1259.0500489999999
None,956.81329439029253,956.81329439029253,0,0.0,0.0,1258.0600589999999,1259.0500489999999,1252.9799800000001
None,956.81329439029253,956.81329439029253,0,0.0,0.0,1259.0500489999999,1252.9799800000001,1253.8599850000001
BUY,956.81329439029253,0.0,956.81329439029253,0.0,0.75941182849626998,1252.9799800000001,1253.8599850000001,1259.9399410000001
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1253.8599850000001,1259.9399410000001,1263.6899410000001
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1259.9399410000001,1263.6899410000001,1265.6800539999999
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1263.6899410000001,1265.6800539999999,1266.780029
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1265.6800539999999,1266.780029,1269.5500489999999
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1266.780029,1269.5500489999999,1272.3100589999999
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1269.5500489999999,1272.3100589999999,1265.130005
None,0.0,0.0,0,0.75941182849626998,0.75941182849626998,1272.3100589999999,1265.130005,1266.5600589999999
